UserID,GameID,ClickCount,Rating,Buy
user_3,1113468049,8,2,0
user_3,335498819,7,3,0
user_3,1367656416,2,4,0
user_3,1047150049,7,5,0
user_3,1200583752,1,3,1
user_3,612280362,5,5,0
user_3,702839715,5,4,0
user_3,889863693,5,2,0
user_3,1399688008,4,4,1
user_3,1023494154,4,0,0
user_3,1073399150,4,4,0
user_3,521080851,5,4,0
user_3,1225207334,5,5,0
user_3,1446529275,6,0,0
user_3,998153813,3,0,0
user_3,1234035310,1,3,0
user_3,848445956,3,3,1
user_3,680516895,3,4,1
user_3,1310831861,3,2,0
user_3,1117065848,5,2,0
user_3,974651465,4,4,0
user_3,957131662,1,4,1
user_3,1006408029,2,1,0
user_3,1456271029,4,0,0
user_3,1472260352,4,0,0
user_3,1247069377,6,0,0
user_4,760171454,4,0,0
user_4,408259891,7,3,0
user_4,1243873426,3,0,0
user_4,730354031,4,2,0
user_4,373258797,8,3,0
user_4,1435890771,3,0,1
user_4,1273846044,6,0,0
user_4,1262474954,5,4,0
user_4,962190050,3,0,0
user_4,1406015528,4,2,0
user_4,1116645064,3,4,0
user_4,1222228321,3,3,0
user_4,887342403,6,3,0
user_4,688873880,4,3,0
user_4,1237972914,4,4,0
user_4,627977589,3,0,0
user_4,962288780,3,4,0
user_4,1168538550,6,3,0
user_4,1271323165,7,4,0
user_4,949821462,4,3,1
user_4,1195671357,3,0,0
user_4,1367411382,3,0,0
user_4,1214213516,4,3,0
user_4,1363909460,7,0,1
user_4,1019375416,3,4,0
user_4,633006816,6,0,0
user_4,1387444354,4,0,0
user_4,1317709216,1,4,0
user_4,1248520540,6,0,0
user_4,487110935,7,4,0
user_4,680096275,3,0,1
user_4,1046407019,4,2,0
user_4,983099308,2,4,0
user_4,1335827945,5,3,0
user_4,523043918,4,3,0
user_5,1386102330,4,2,0
user_5,1449204893,3,0,0
user_5,1037597161,2,0,0
user_5,1400273398,5,3,0
user_5,1068398210,6,0,0
user_5,1069293090,4,0,0
user_5,1448801743,7,3,0
user_5,770959421,3,3,1
user_5,1455079675,1,3,1
user_5,1473075578,4,0,0
user_5,1355398727,3,5,0
user_5,1246051919,5,3,0
user_5,1279794054,2,5,0
user_5,1299085066,4,4,0
user_5,1397086822,4,0,0
user_5,894293034,6,2,0
user_5,1445712998,5,4,0
user_5,1103884678,4,2,0
user_5,1138045498,4,3,1
user_5,969107262,3,0,0
user_5,961412936,2,4,0
user_5,379824953,4,4,0
user_5,883693858,4,2,0
user_5,1464491327,5,0,1
user_5,1351624649,6,0,0
user_5,965601121,5,4,0
user_5,1300956453,4,5,0
user_5,1193970597,6,4,0
user_5,1441521950,3,3,0
user_5,974973162,3,0,0
user_5,1389766603,5,0,0
user_6,1228934794,6,4,0
user_6,307219373,6,4,0
user_6,1278717927,4,2,0
user_6,1076158483,3,0,1
user_6,1148290275,4,2,0
user_6,1159689330,5,0,0
user_6,1441722297,4,2,0
user_6,1084924289,1,0,0
user_6,534467188,2,0,0
user_6,1444750762,2,0,0
user_6,312093430,5,2,0
user_6,1464491136,4,0,0
user_6,1445423917,7,4,0
user_6,1448879813,5,5,1
user_6,399192982,5,2,0
user_6,1184232060,5,3,1
user_6,1109719863,5,3,0
user_6,695443258,4,4,0
user_6,1396100863,4,4,0
user_6,429597970,4,0,0
user_6,838166552,3,3,0
user_6,890207915,4,5,0
user_6,975807990,3,0,0
user_7,1003048344,3,4,0
user_7,487063944,5,3,0
user_7,1222480610,4,4,0
user_7,1193099795,5,0,0
user_7,1080876525,7,1,0
user_7,1197871138,5,4,0
user_7,1318546237,6,0,0
user_7,1341641601,4,3,0
user_7,1457159917,4,4,0
user_7,643705579,5,2,0
user_7,860250976,3,0,0
user_7,1192383237,4,1,1
user_7,1004840692,4,2,0
user_7,983642708,2,2,0
user_7,1399455784,7,0,0
user_7,1447398264,2,3,0
user_7,1362607557,5,3,0
user_7,1131113462,5,4,0
user_7,1309417491,6,5,0
user_7,1062968477,4,0,0
user_7,1115556592,7,2,0
user_7,815941410,6,0,0
user_7,1055270884,7,3,0
user_7,1322062893,3,0,0
user_7,1104175740,7,0,0
user_7,1281211878,2,2,0
user_7,1438868355,2,3,1
user_7,1280284560,3,0,0
user_7,1246281427,7,4,0
user_7,1171539039,6,0,0
user_7,449381096,5,0,0
user_7,1257109209,4,2,1
user_7,1215672888,3,0,0
user_7,1078279032,7,2,0
user_7,986142592,3,4,0
user_7,1272578916,3,0,0
user_7,1023122187,4,5,0
user_7,1354919592,4,0,0
user_7,1205153030,3,2,0
user_7,1172009447,5,0,0
user_7,949821462,6,0,1
user_7,1057192787,7,5,0
user_8,1045436888,5,4,0
user_8,1134409509,4,4,0
user_8,821334452,4,4,0
user_8,999254923,3,3,1
user_8,1203451110,4,5,0
user_8,1153169938,2,4,0
user_8,1439756845,2,0,0
user_8,712175815,5,2,1
user_8,882219885,3,4,0
user_8,1451467161,4,2,0
user_8,1295649934,1,2,0
user_8,700782897,4,0,1
user_8,1035990123,3,0,0
user_8,1200940751,4,0,0
user_8,1307613713,4,0,1
user_8,1450350342,5,0,0
user_8,1268984254,3,3,0
user_8,1458832763,5,0,0
user_8,582007711,4,3,0
user_8,703474525,2,0,0
user_8,1393527763,7,4,0
user_8,1112429079,2,0,1
user_8,1059912793,2,4,0
user_8,955093715,2,0,0
user_8,286682679,3,4,0
user_8,1292242033,5,3,0
user_8,967618164,4,0,0
user_8,734383546,6,4,0
user_8,1190496765,3,5,0
user_8,1249614383,4,5,0
user_8,1030944659,2,4,0
user_8,1105479121,5,1,0
user_8,1462722690,4,4,0
user_8,859644120,4,4,0
user_8,938401364,5,0,0
user_8,412782761,1,5,0
user_8,899564233,5,0,0
user_8,994898805,4,3,0
user_9,975707035,3,0,0
user_9,548965425,3,0,0
user_9,926056439,4,4,0
user_9,1176384641,3,0,0
user_9,919393968,5,3,0
user_9,1446696105,5,0,0
user_9,513923063,5,0,0
user_9,969264934,3,3,1
user_9,912104740,3,3,0
user_9,1366200257,4,3,0
user_9,1021595777,3,0,0
user_9,918479730,4,2,0
user_9,978814457,4,4,0
user_9,980876045,2,3,0
user_9,1050109697,4,0,0
user_9,968368125,4,3,0
user_9,815944884,3,0,0
user_9,1294904971,5,0,0
user_9,989061025,3,4,0
user_9,890753179,2,4,0
user_9,1176389580,9,4,0
user_9,1016042685,4,0,0
user_9,587972494,4,5,0
user_9,1465448157,4,0,1
user_9,413779660,1,0,0
user_9,1441515328,5,4,0
user_9,1451281973,4,4,0
user_9,907484679,5,4,0
user_9,432504470,4,2,0
user_9,351448383,3,4,0
user_10,518018730,2,4,0
user_10,1435107442,1,0,1
user_10,499635050,4,3,0
user_10,547012000,2,4,0
user_10,1088210229,6,5,0
user_10,1469886818,5,3,1
user_10,1103584917,3,0,0
user_10,1397205889,3,0,0
user_10,292538570,8,0,0
user_10,404553553,4,3,0
user_10,884872823,1,3,0
user_10,1271126385,7,4,0
user_10,1137913320,4,2,0
user_10,1435870533,5,0,0
user_10,1002169170,2,5,0
user_10,966492978,4,2,0
user_10,1406401152,4,0,0
user_10,1035712810,2,0,0
user_10,1377509936,4,3,0
user_10,390817401,3,0,0
user_10,1260528416,5,2,0
user_10,1239458501,2,3,0
user_10,477076878,5,0,0
user_10,1469906573,6,0,0
user_10,740235254,3,4,0
user_10,324018225,3,4,0
user_10,1122166964,4,0,0
user_10,1263769803,3,5,1
user_10,1143783915,6,5,0
user_10,935454634,2,4,0
user_10,1056448593,5,0,1
user_10,1473804708,3,3,0
user_10,694291341,3,0,0
user_10,933141833,3,0,0
user_10,1140116087,6,0,1
user_10,949280013,3,0,0
user_10,505305861,6,5,0
user_10,1306570736,7,2,0
user_10,1208561505,2,4,0
user_10,1247775213,4,0,0
user_10,1452185943,8,0,0
user_10,1150955813,7,5,0
user_10,1112733868,4,3,0
user_10,1336431679,2,4,0
user_10,1435461053,5,0,0
user_11,889676146,7,4,0
user_11,1325608423,3,0,0
user_11,918479730,3,3,0
user_11,1222575825,3,0,0
user_11,1217776889,3,3,0
user_11,994898805,3,4,0
user_11,702839715,3,3,0
user_11,980204305,3,3,0
user_11,1397169446,3,0,0
user_11,933263138,7,4,0
user_11,732544456,5,0,0
user_11,904737541,1,0,0
user_11,1342103779,4,2,0
user_11,1274506714,4,3,0
user_11,1101151260,3,0,0
user_11,741885934,7,4,0
user_11,1162009059,4,3,0
user_11,1277550810,2,2,0
user_11,1210002713,5,3,0
user_11,541928071,5,4,0
user_11,1474461379,6,3,0
user_11,1118839640,3,5,1
user_12,1059756005,3,3,0
user_12,1013573925,4,2,0
user_12,1304763054,3,4,0
user_12,1060704812,2,0,0
user_12,318465515,5,0,0
user_12,829984252,5,0,0
user_12,1133261641,3,0,0
user_12,1215144491,4,5,1
user_12,1450200983,3,3,1
user_12,919372024,6,5,0
user_12,1456179451,4,4,0
user_12,1016944148,3,4,0
user_12,1083840034,6,0,0
user_12,1257116642,3,3,0
user_12,957795311,4,4,0
user_12,923678967,3,0,0
user_12,1187818058,9,5,1
user_12,1045069801,2,4,0
user_12,1294078534,6,0,0
user_12,1357451198,4,2,0
user_12,1282303491,4,0,0
user_12,964731999,7,3,0
user_13,1153461915,5,3,0
user_13,766239712,3,0,0
user_13,309225116,7,5,0
user_13,1018998718,4,5,0
user_13,307132353,6,3,0
user_13,639523856,3,0,0
user_13,1007115851,5,0,0
user_13,1247286024,5,3,0
user_13,1200242908,2,4,0
user_13,903449298,2,3,0
user_13,950163861,4,5,0
user_13,887038408,2,0,0
user_13,1024868182,4,0,0
user_13,1158645817,5,2,0
user_13,1091129846,3,3,0
user_13,1403596839,6,3,1
user_13,1015000630,7,0,0
user_13,596822790,1,4,0
user_13,1391842195,3,5,0
user_13,1016829458,2,3,0
user_13,959519664,5,4,0
user_13,1185292088,6,3,0
user_13,495488920,5,0,0
user_13,881398668,1,3,0
user_13,1474349448,5,0,0
user_13,1330307829,4,2,0
user_13,913426695,3,3,0
user_13,790034156,4,4,0
user_13,1046883607,6,3,0
user_13,1441330923,3,3,1
user_13,669699198,3,4,0
user_13,693138024,5,0,0
user_13,1173816290,4,0,1
user_13,1196726974,2,4,0
user_13,1086889849,2,4,0
user_13,1255833274,7,3,0
user_13,1467732276,4,3,0
user_13,1438089337,4,0,0
user_14,1338447335,1,2,0
user_14,1141607577,4,0,0
user_14,1238141350,4,3,0
user_14,1451453807,3,0,1
user_14,503132420,4,4,0
user_14,1435268056,6,0,0
user_14,494252676,4,0,0
user_14,1062168249,1,0,0
user_14,553442078,2,0,0
user_14,1447851509,3,0,0
user_14,573576947,5,0,0
user_14,1342739771,2,2,0
user_14,873637664,2,0,0
user_14,814975597,4,3,0
user_14,1116164772,7,2,0
user_14,398398860,1,4,0
user_14,831991169,1,4,0
user_14,1175900007,7,4,0
user_14,1160192083,3,0,0
user_14,540254290,2,3,0
user_14,1412489040,5,4,0
user_14,1098605031,7,0,0
user_14,1391515701,6,2,1
user_14,1331465649,5,0,0
user_14,1390124919,4,0,0
user_14,1040216653,5,0,0
user_14,671790353,7,0,0
user_14,921527450,3,3,0
user_14,967703169,4,2,0
user_14,342254531,5,3,0
user_14,563017514,4,5,0
user_14,1461087944,6,0,0
user_14,1248051696,7,0,0
user_14,957131662,6,3,0
user_14,1272473852,5,0,0
user_15,1473122502,5,0,0
user_15,1259385668,3,0,0
user_15,1099221501,3,0,0
user_15,488087996,4,0,0
user_15,912135953,2,3,0
user_15,1320313434,4,4,0
user_15,910074728,4,4,0
user_15,1165459070,4,3,0
user_15,969121796,4,0,0
user_15,1033301572,4,0,0
user_15,1277566679,3,5,0
user_15,1434052677,3,0,0
user_15,1415457890,5,2,0
user_15,1347795572,2,3,0
user_15,1023678669,12,0,0
user_15,1087101390,7,0,0
user_15,889615020,5,5,0
user_15,1279683200,3,0,0
user_15,599397897,3,0,0
user_15,446004874,2,2,0
user_15,542836456,3,4,0
user_15,942310000,3,4,0
user_15,1025505621,7,0,0
user_15,1454068898,3,0,0
user_15,1151253234,4,2,0
user_15,1438089337,2,0,0
user_15,1345248273,2,4,0
user_15,1341641601,5,3,0
user_15,1229523578,1,4,0
user_15,1441783551,5,4,0
user_15,1065786902,6,3,0
user_15,642184656,3,0,0
user_15,1092414219,5,5,1
user_15,957152118,6,0,0
user_15,1070828182,4,4,0
user_15,1470547879,4,4,0
user_15,934596429,2,0,0
user_15,881270303,4,0,0
user_15,1035598368,3,2,0
user_16,1052552854,7,0,0
user_16,1358222570,5,4,0
user_16,1447419350,4,0,0
user_16,1392863702,4,0,0
user_16,1454344486,3,4,0
user_16,432094282,3,4,0
user_16,1086372156,4,4,0
user_16,708807768,5,2,0
user_16,992838794,2,4,0
user_16,376659240,3,3,0
user_16,295445501,3,5,1
user_16,1373217499,2,3,0
user_16,879020222,2,2,0
user_16,1255564898,2,2,0
user_16,931940793,3,2,1
user_16,1462691855,2,2,0
user_16,541930426,4,1,0
user_16,1125700550,3,4,1
user_16,1426261854,4,2,0
user_16,1469016284,4,0,0
user_16,1441879023,6,3,0
user_16,1083707562,6,0,0
user_16,1159510714,3,1,0
user_16,678249911,6,0,0
user_16,1252248323,6,0,0
user_16,1050109755,4,0,0
user_17,765482338,4,3,0
user_17,513603251,6,2,0
user_17,775273884,4,4,0
user_17,1062807600,1,0,0
user_17,407003328,4,4,1
user_17,1086267027,3,4,0
user_17,700229165,5,3,0
user_17,482290578,9,0,0
user_17,1135259883,3,0,0
user_17,1280283337,2,2,0
user_17,1447673490,5,4,0
user_17,1222480610,2,0,0
user_17,1156368269,5,4,0
user_17,1187686736,3,3,0
user_17,943092940,3,3,0
user_17,1039841501,2,0,0
user_17,1064002670,3,0,1
user_17,858506147,3,3,0
user_17,1205557837,7,2,1
user_17,710914623,4,4,0
user_17,1378360650,2,2,0
user_17,919421297,7,0,0
user_17,1167083859,7,1,0
user_17,794721252,2,5,0
user_17,975031101,4,0,0
user_17,966004537,2,5,0
user_17,1155572113,5,4,0
user_17,689544648,2,4,0
user_17,1002250506,7,0,0
user_17,385902072,7,4,1
user_17,867427452,6,5,1
user_17,696192870,1,3,0
user_17,562772514,2,3,0
user_17,1300547639,7,0,1
user_17,1093443835,7,4,0
user_17,1355396167,3,3,0
user_17,1445329523,2,2,0
user_17,1475076711,3,0,1
user_17,1064064361,3,1,0
user_17,1073578968,2,0,0
user_17,585661281,5,5,0
user_17,1428254302,5,5,0
user_17,1264957858,4,4,0
user_17,1184430101,2,0,0
user_17,1134849539,1,3,0
user_17,734299096,3,4,0
user_17,955663906,2,5,0
user_17,833146075,6,3,1
user_17,946090245,4,3,0
user_17,571596801,2,0,0
user_18,1168464852,4,5,0
user_18,1128114400,4,2,0
user_18,690092401,3,3,0
user_18,1228141634,4,3,0
user_18,1245931928,4,4,0
user_18,1439825132,5,4,0
user_18,1437516564,4,0,0
user_18,1209630276,3,4,0
user_18,555274706,4,0,0
user_18,886293612,2,5,0
user_18,1410296798,4,0,0
user_18,1046974105,4,0,0
user_18,885695051,1,4,0
user_18,1471029789,4,3,1
user_18,730898848,2,0,0
user_18,447579919,9,2,0
user_18,1366092369,4,4,0
user_18,955117244,7,3,0
user_18,696114006,4,3,0
user_18,968142554,3,0,0
user_18,1459780131,5,3,0
user_18,851859985,3,0,1
user_18,1222439182,3,2,1
user_18,995912322,2,2,0
user_18,1051477390,3,0,0
user_18,974919000,2,5,0
user_18,766953678,3,0,0
user_18,1474349448,2,4,0
user_18,1445591123,4,4,0
user_18,993476240,3,4,0
user_18,970029280,2,0,0
user_18,1265772860,4,0,0
user_18,1214132088,5,0,0
user_18,1437929400,6,3,0
user_18,1214651507,2,4,0
user_18,1218453226,4,4,0
user_18,1208945347,4,2,0
user_18,1162446203,4,0,0
user_19,1141850389,1,4,1
user_19,1126772151,2,4,0
user_19,1077750957,8,0,0
user_19,876877186,1,5,0
user_19,848800003,2,5,0
user_19,1279226071,3,2,0
user_19,1443975259,5,0,0
user_19,1161936250,3,4,0
user_19,876661839,6,3,0
user_19,1291124169,7,0,1
user_19,887342403,1,3,0
user_19,510527152,4,4,0
user_19,1229425846,3,0,0
user_19,1016476313,2,0,0
user_19,933505579,2,3,0
user_19,824681922,4,2,0
user_19,1440272778,4,4,0
user_19,983281705,4,5,0
user_19,593436134,4,0,0
user_19,898642286,4,4,0
user_19,643326555,5,4,0
user_19,1184818469,4,0,0
user_19,1129621404,3,0,0
user_19,1198075678,7,3,0
user_19,459407847,3,0,0
user_19,1069138508,6,5,0
user_19,423637440,3,5,0
user_19,1434179637,6,0,0
user_19,942194277,4,2,0
user_19,1030944659,2,2,0
user_19,998241886,1,4,1
user_19,1165361674,3,5,0
user_19,367322717,3,0,0
user_19,407678003,4,3,0
user_19,998023382,3,2,0
user_19,1444708556,3,4,0
user_19,1414857484,5,4,0
user_19,1320328285,4,2,0
user_19,794399522,3,5,0
user_20,1001275429,2,4,0
user_20,452167352,4,4,0
user_20,806865530,3,2,0
user_20,1381275422,3,0,0
user_20,1443742802,3,0,0
user_20,967517904,5,0,0
user_20,1266220681,8,4,0
user_20,887397884,4,3,0
user_20,1126287929,5,0,0
user_20,1006007466,2,0,0
user_20,1147944403,4,2,0
user_20,1393307709,4,5,1
user_20,955387429,1,3,0
user_20,504245326,5,0,0
user_20,1167395259,4,4,1
user_20,591627954,1,2,0
user_20,1058302850,4,4,0
user_20,827280373,3,2,0
user_20,1454324685,2,5,0
user_20,1132258364,1,3,0
user_20,322110989,2,0,1
user_20,1394421740,2,4,0
user_20,396085661,4,0,0
user_20,1437595066,5,3,0
user_20,965593640,2,4,1
user_20,1322780119,2,5,0
user_20,1434538834,4,5,0
user_20,1192069280,3,5,0
user_20,1062777631,1,4,0
user_20,1329443393,6,4,0
user_20,1122163603,2,4,0
user_20,1179424160,4,0,0
user_20,1305683960,2,0,0
user_20,1086103314,5,0,0
user_20,965771582,4,2,0
user_20,1195428623,8,0,0
user_20,1425705218,6,4,0
user_20,1183395501,4,0,0
user_21,982750258,3,0,0
user_21,993950628,6,0,0
user_21,1238194314,5,4,0
user_21,1296678316,7,0,1
user_21,1163668965,5,5,0
user_21,1273976295,4,0,0
user_21,929265968,4,2,0
user_21,943839179,4,0,1
user_21,553398315,4,5,0
user_21,900488622,2,0,0
user_21,1161729895,3,0,0
user_21,975407732,1,0,0
user_21,1016476313,5,0,0
user_21,1472034158,7,5,0
user_21,1262785571,4,5,0
user_21,1143052259,6,4,0
user_21,789431885,5,0,0
user_21,1193905714,2,4,0
user_21,961898795,2,0,0
user_21,524392453,3,2,0
user_21,1135769305,3,4,0
user_21,432969074,1,4,0
user_21,1473506906,5,0,0
user_21,1128234870,4,5,0
user_21,891552189,1,3,0
user_21,652795897,4,3,0
user_21,421399481,3,5,0
user_21,1374311167,3,5,0
user_21,1469868895,4,0,0
user_21,1198761666,5,4,0
user_21,1443956672,5,0,0
user_21,1456079981,6,0,0
user_21,910119742,2,2,0
user_21,341239927,5,0,0
user_21,1055529693,2,0,0
user_21,1040718134,3,0,0
user_21,725440728,1,2,0
user_21,1202373175,6,3,0
user_21,513923063,6,4,0
user_21,1468735083,1,3,0
user_21,1181701348,5,0,0
user_21,1031135321,3,3,0
user_21,983442564,1,0,0
user_21,1457551010,4,0,0
user_21,1461727715,2,3,0
user_21,928980045,1,0,0
user_21,426892039,2,4,0
user_21,1288218316,2,3,0
user_21,933160543,2,4,0
user_22,1324543306,3,3,1
user_22,787094904,5,2,0
user_22,361294339,2,0,0
user_22,1362371756,2,2,0
user_22,837749656,5,0,0
user_22,1070165112,4,4,0
user_22,1011582758,2,0,1
user_22,1277138826,3,0,0
user_22,1125826558,4,0,0
user_22,1281366018,6,2,0
user_22,1001479273,4,3,0
user_22,1433986258,2,3,0
user_22,1467169798,3,2,1
user_22,1341586204,5,5,0
user_22,914047367,5,5,1
user_22,1160328096,4,0,0
user_22,529515801,7,4,0
user_22,879295614,2,0,0
user_22,804061000,6,0,0
user_22,1247385940,5,0,0
user_22,1062578438,3,4,0
user_22,926678875,3,0,0
user_22,718172413,3,3,0
user_22,1269496448,5,0,0
user_22,1457310635,3,4,0
user_22,1441394524,4,0,0
user_22,1364821555,2,0,0
user_22,937284625,2,3,0
user_22,643551420,4,0,1
user_22,1325088969,7,4,0
user_22,1335868918,2,2,0
user_22,994934480,3,4,0
user_22,650676510,3,4,0
user_22,1308253159,3,3,1
user_22,469541179,4,5,1
user_22,1050474269,4,0,0
user_22,1187534073,2,0,0
user_22,1166695739,3,3,0
user_22,1470054858,4,0,0
user_23,914343148,1,3,0
user_23,1200319486,3,3,0
user_23,899402905,4,2,0
user_23,890479211,2,2,0
user_23,1093323263,4,0,0
user_23,1212057855,5,3,0
user_23,599397897,3,0,0
user_23,451125996,7,3,0
user_23,1471012625,2,0,0
user_23,879923298,5,0,0
user_23,1265355382,2,0,0
user_23,1142627756,8,4,0
user_23,1029675343,3,5,0
user_23,1171071102,4,4,0
user_23,737930128,5,4,0
user_23,1360853384,4,3,0
user_23,1424822201,5,5,0
user_23,1147186519,3,4,1
user_23,558756671,1,3,0
user_23,955779371,3,0,0
user_23,1202503971,1,2,0
user_23,1112286228,4,0,1
user_23,1151733006,3,0,0
user_23,898015553,2,0,0
user_23,1397650807,5,0,0
user_23,898997699,2,0,0
user_23,1358762267,4,0,0
user_23,378756466,3,3,0
user_23,1197076384,2,3,0
user_24,604580669,5,4,1
user_24,970165862,1,0,0
user_24,1414191393,6,2,0
user_24,1200533204,5,0,0
user_24,807953202,4,3,0
user_24,1210112535,4,0,0
user_24,957167417,3,4,0
user_24,921856898,5,4,0
user_24,897022597,3,3,0
user_24,788506578,1,0,0
user_24,1380272525,3,4,0
user_24,943605164,3,4,0
user_24,722842630,3,2,0
user_24,911117141,4,4,0
user_24,1262734708,5,0,0
user_24,576707161,5,0,0
user_24,918925265,6,3,0
user_24,935241858,2,0,0
user_24,1070918373,4,5,0
user_24,973507903,2,2,0
user_24,1456079981,3,0,0
user_25,1452491712,4,4,0
user_25,974986054,5,3,0
user_25,1448639502,8,4,0
user_25,1440039897,5,3,0
user_25,1446988736,5,0,0
user_25,722529501,3,0,0
user_25,840000894,3,4,0
user_25,598558360,6,0,0
user_25,1438528520,3,0,0
user_25,1124904671,3,5,0
user_25,1399918284,5,3,0
user_25,1320723240,4,0,0
user_25,1114603696,1,0,0
user_25,1146391920,4,4,0
user_25,1005369710,5,2,0
user_25,1062807600,3,1,0
user_25,820489533,4,0,0
user_25,1346572457,6,0,0
user_25,1358991756,4,4,0
user_25,1459216123,6,0,0
user_25,1024406638,4,0,0
user_25,1111861451,6,4,0
user_25,961412936,4,0,0
user_25,1387165803,5,0,0
user_25,1299970598,5,2,0
user_25,645190965,7,0,1
user_25,925682347,4,4,0
user_25,1201908935,4,4,0
user_25,850825925,1,5,0
user_25,1379062320,2,3,0
user_25,1449285142,3,4,0
user_25,1470279274,5,0,0
user_25,1080608190,3,2,0
user_25,915377563,4,3,0
user_25,1112105334,3,5,0
user_25,1175955269,7,0,0
user_25,1257577167,5,0,0
user_25,1336473469,6,3,0
user_25,541977978,5,0,0
user_25,1472343866,3,4,1
user_25,1458513525,2,4,0
user_25,1202928780,3,5,0
user_25,1435888155,4,5,0
user_26,832131498,2,0,0
user_26,1161729895,3,3,0
user_26,898698665,6,3,0
user_26,1201287731,5,0,0
user_26,1013542094,5,4,0
user_26,1124955274,3,4,1
user_26,979011426,6,4,0
user_26,1162228801,4,0,0
user_26,918913752,3,3,0
user_26,351214816,4,2,0
user_26,1351036221,4,0,0
user_26,301163765,8,3,0
user_26,1057459034,3,3,0
user_26,1004606061,5,0,1
user_26,1185221728,5,3,0
user_26,913480649,3,3,1
user_26,342960702,5,0,0
user_26,834821134,3,3,0
user_26,1440999847,6,4,0
user_26,1470213496,5,2,0
user_27,488594616,7,3,0
user_27,1211065454,3,0,0
user_27,1020608246,5,5,0
user_27,559472503,1,0,0
user_27,1294268036,6,4,0
user_27,986085637,8,3,0
user_27,1389802143,6,4,0
user_27,968515208,2,4,0
user_27,517657257,4,3,0
user_27,1158644904,5,3,0
user_27,1160361678,3,0,0
user_27,1011582758,6,0,0
user_27,1257672904,2,4,0
user_27,1076628341,2,0,0
user_27,539633691,4,4,0
user_27,1114906878,8,0,0
user_27,942888267,6,3,0
user_27,1329362395,5,0,0
user_27,1184430101,6,5,0
user_27,1200463278,7,0,0
user_27,1252907979,5,2,0
user_27,891746282,4,4,0
user_28,1171071102,8,0,0
user_28,1125802677,5,4,1
user_28,1453813860,2,0,0
user_28,1327653276,3,3,0
user_28,824999085,4,5,0
user_28,1271980750,3,5,0
user_28,1418571105,3,0,0
user_28,1436066925,4,2,0
user_28,1363985663,4,0,0
user_28,898691114,3,2,0
user_28,1245438245,3,3,1
user_28,1133888372,7,4,0
user_28,1246685407,4,0,0
user_28,1362774771,6,3,0
user_28,760171454,6,5,0
user_28,995992594,1,3,0
user_28,1247134771,2,4,0
user_28,1352388055,2,0,0
user_28,401468962,7,0,0
user_28,943794778,1,0,0
user_28,1315236947,4,0,0
user_28,1151067409,3,4,0
user_28,1387143027,2,0,0
user_28,1293762905,4,0,0
user_28,1394411409,6,0,0
user_28,301163765,6,2,0
user_28,1147452760,5,3,0
user_29,908080427,4,0,0
user_29,725296274,3,5,0
user_29,1064007391,5,0,0
user_29,1021594476,3,3,0
user_29,993029988,3,4,0
user_29,1461735995,3,5,0
user_29,1445121616,6,0,0
user_29,1071359599,6,4,0
user_29,1271126385,3,4,0
user_29,1383404371,2,0,0
user_29,1164263700,1,3,0
user_29,1378496875,6,2,0
user_29,1138376087,6,3,0
user_29,1010008136,4,5,0
